sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,LFT,ALLERGY,15935-0,pigeon feather ab.ige.rast class,deprecated pigeon feather ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15936-8,pigweed common ab.ige.rast class,deprecated common pigweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15937-6,pigweed rough ab.ige.rast class,deprecated rough pigweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15938-4,pigweed spiny ab.ige.rast class,deprecated spiny pigweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15939-2,pinus nigra ab.ige.rast class,deprecated austrian pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15940-0,pinus taeda ab.ige.rast class,deprecated loblolly pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15941-8,pinus palustris ab.ige.rast class,deprecated long leaf pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15942-6,pinus radiata ab.ige.rast class,deprecated pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15943-4,pinus edulis ab.ige.rast class,deprecated pine nut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15944-2,pinus echinata ab.ige.rast class,deprecated short leaf pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15945-9,pinus elliottii ab.ige.rast class,deprecated slash pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15946-7,pinus virginiana ab.ige.rast class,deprecated virginia scrub pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15947-5,pinus strobus ab.ige.rast class,deprecated eastern white pine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15948-3,ananas comosus ab.ige.rast class,deprecated pineapple ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15949-1,pistacia vera ab.ige.rast class,deprecated pistachio ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15950-9,malassezia furfur ab.ige.rast class,deprecated malassezia furfur ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15951-7,pleuronectes platessa ab.ige.rast class,deprecated plaice ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15952-5,plantago lanceolata ab.ige.rast class,deprecated english plantain ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15953-3,prunus domestica ab.ige.rast class,deprecated plum ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15954-1,populus nigra ab.ige.rast class,deprecated black cottonwood ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15955-8,papaver somniferum ab.ige.rast class,deprecated poppy seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15956-6,pork ab.ige.rast class,deprecated pork ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15957-4,solanum tuberosum ab.ige.rast class,deprecated potato ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15958-2,ipomoea batatas ab.ige.rast class,deprecated sweet potato ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15959-0,iva axillaris ab.ige.rast class,deprecated povertyweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15960-8,ligustrum vulgare ab.ige.rast class,deprecated privet ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15961-6,protamine ab.ige.rast class,deprecated protamine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15962-4,prune ab.ige.rast class,deprecated prune ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15963-2,psyllium seed ab.ige.rast class,deprecated psyllium seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15964-0,aureobasidium pullulans ab.ige.rast class,deprecated aureobasidium pullulans ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15965-7,pullularia pullulans ab.ige.rast class,deprecated pullularia pullulans ige ab rast class in serum
혈액,LFT,ALLERGY,15966-5,cucurbita pepo ab.ige.rast class,deprecated pumpkin ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15967-3,cucurbita pepo seed ab.ige.rast class,deprecated pumpkin seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15968-1,chrysanthemum cinerariifolium ab.ige.rast class,deprecated pyrethrum ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15969-9,rabbit meat ab.ige.rast class,deprecated rabbit meat ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15970-7,chrysothamnus nauseosus ab.ige.rast class,deprecated rabbit bush ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15971-5,rabbit epithelium ab.ige.rast class,deprecated rabbit epithelium ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15972-3,rabbit serum proteins ab.ige.rast class,deprecated rabbit serum proteins ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15973-1,rabbit urine proteins ab.ige.rast class,deprecated rabbit urine proteins ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15974-9,raphanus sativus ab.ige.rast class,deprecated radish ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15975-6,ambrosia elatior ab.ige.rast class,deprecated common ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15976-4,ambrosia dumosa ab.ige.rast class,deprecated desert ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15977-2,franseria acanthicarpa ab.ige.rast class,deprecated false ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15978-0,ambrosia trifida ab.ige.rast class,deprecated giant ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15979-8,ambrosia elatior ab.ige.rast class,deprecated common ragweed ige ab rast class in serum
혈액,LFT,ALLERGY,15980-6,ambrosia bidentata ab.ige.rast class,deprecated southern ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15981-4,ambrosia psilostachya ab.ige.rast class,deprecated western ragweed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15982-2,brassica rapa ab.ige.rast class,deprecated rapeseed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15983-0,rubus idaeus ab.ige.rast class,deprecated raspberry ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15984-8,rat epithelium ab.ige.rast class,deprecated rat epithelium ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15985-5,rat serum proteins ab.ige.rast class,deprecated rat serum proteins ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15986-3,rat urine proteins ab.ige.rast class,deprecated rat urine proteins ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15987-1,sequoia spp ab.ige.rast class,deprecated redwood ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15988-9,phalaris arundinacea ab.ige.rast class,deprecated canary grass ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15989-7,phragmites communis ab.ige.rast class,deprecated common reed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15990-5,reindeer epithelium ab.ige.rast class,deprecated reindeer epithelium ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15991-3,rhizopus nigricans ab.ige.rast class,deprecated rhizopus nigricans ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15992-1,rhodotorula spp ab.ige.rast class,deprecated rhodotorula spp ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15993-9,rheum spp ab.ige.rast class,deprecated rhubarb ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15994-7,oryza sativa ab.ige.rast class,deprecated rice ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15995-4,zizania spp ab.ige.rast class,deprecated wild rice ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15996-2,rosa spp hip ab.ige.rast class,deprecated rose hip ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15997-0,secale cereale pollen ab.ige.rast class,deprecated cultivated rye ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15998-8,secale cereale ab.ige.rast class,deprecated rye ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,15999-6,secale cereale pollen ab.ige.rast class,deprecated cultivated rye ige ab rast class in serum
혈액,LFT,ALLERGY,16000-2,lolium perenne ab.ige.rast class,deprecated rye perennial ige ab rast class in serum
혈액,LFT,ALLERGY,16001-0,carthamus tinctorius ab.ige.rast class,deprecated safflower ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16002-8,salvia officinalis ab.ige.rast class,deprecated sage ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16003-6,artemisia tridentata ab.ige.rast class,deprecated common sagebrush ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16004-4,artemisia tridentata ab.ige.rast class,deprecated sagebrush ige ab rast class in serum
혈액,LFT,ALLERGY,16005-1,saline fish feed ab.ige.rast class,deprecated saline fish feed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16006-9,salmo salar ab.ige.rast class,deprecated salmon ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16008-5,sardina pilchardus ab.ige.rast class,deprecated sardine (pilchard) ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16009-3,savinase ab.ige.rast class,deprecated savinase ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16010-1,atriplex lentiformis ab.ige.rast class,deprecated lenscale ige ab rast class in serum
혈액,LFT,ALLERGY,16011-9,pecten spp ab.ige.rast class,deprecated scallop ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16012-7,cytisus scoparius ab.ige.rast class,deprecated scotch broom ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16013-5,sericin ab.ige.rast class,deprecated sericin ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16014-3,sesamum indicum ab.ige.rast class,deprecated sesame seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16015-0,sheep epithelium ab.ige.rast class,deprecated sheep epithelium ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16016-8,rumex acetosella ab.ige.rast class,deprecated sheep sorrel ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16017-6,sheep wool ab.ige.rast class,deprecated sheep wool ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16018-4,pandalus borealis ab.ige.rast class,deprecated shrimp ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16019-2,silk ab.ige.rast class,deprecated silk ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16020-0,silk waste ab.ige.rast class,deprecated silk waste ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16021-8,silver ab.ige.rast class,deprecated silver ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16022-6,ustilago cynodontis ab.ige.rast class,deprecated bermuda grass smut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16023-4,sphacelotheca cruenta ab.ige.rast class,deprecated johnson grass smut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16024-2,helix aspersa ab.ige.rast class,deprecated escargot ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16025-9,snapper red ab.ige.rast class,deprecated red snapper ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16026-7,solea solea ab.ige.rast class,deprecated sole ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16027-5,spinacia oleracea ab.ige.rast class,deprecated spinach ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16028-3,spondylocladium citrovirens ab.ige.rast class,deprecated spondylocladium citrovirens ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16029-1,picea excelsa ab.ige.rast class,deprecated spruce ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16030-9,squash ab.ige.rast class,deprecated squash ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16031-7,loligo sp ab.ige.rast class,deprecated squid ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16032-5,todarodes pacificus ab.ige.rast class,deprecated pacific squid ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16033-3,stemphylium botryosum ab.ige.rast class,deprecated stemphylium botryosum ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16034-1,stemphylium solani ab.ige.rast class,deprecated stemphylium solani ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16035-8,acarus siro ab.ige.rast class,deprecated acarus siro ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16037-4,tyrophagus putrescentiae ab.ige.rast class,deprecated tyrophagus putrescentiae ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16038-2,fragaria vesca ab.ige.rast class,deprecated strawberry ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16039-0,succinylcholine ab.ige.rast class,deprecated succinylcholine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16040-8,saccharum officinarum ab.ige.rast class,deprecated sugar cane ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16041-6,helianthus annuus pollen ab.ige.rast class,deprecated sunflower pollen ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16042-4,helianthus annuus seed ab.ige.rast class,deprecated sunflower seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16043-2,swine epithelium ab.ige.rast class,deprecated swine epithelium ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16044-0,swine urine proteins ab.ige.rast class,deprecated swine urine proteins ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16045-7,xiphias gladius ab.ige.rast class,deprecated swordfish ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16046-5,platanus occidentalis ab.ige.rast class,deprecated american sycamore ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16047-3,citrus reticulata ab.ige.rast class,deprecated mandarin ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16048-1,manihot esculenta crantz ab.ige.rast class,deprecated tapioca ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16049-9,artemisia dracunculus ab.ige.rast class,deprecated tarragon ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16050-7,camellia sinensis ab.ige.rast class,deprecated tea ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16051-5,tetramin ab.ige.rast class,deprecated tetramin ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16053-1,thymus vulgaris ab.ige.rast class,deprecated thyme ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16054-9,phleum pratense ab.ige.rast class,deprecated timothy ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16055-6,nicotiana tabacum cigarette ab.ige.rast class,deprecated tobacco ige ab rast class in serum
혈액,LFT,ALLERGY,16056-4,nicotiana tabacum ab.ige.rast class,deprecated tobacco ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16057-2,lycopersicon lycopersicum ab.ige.rast class,deprecated tomato ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16058-0,astragalus spp ab.ige.rast class,deprecated tragacanth ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16059-8,trichoderma viride ab.ige.rast class,deprecated trichoderma viride ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16060-6,trichophyton ab.ige.rast class,deprecated trichophyton sp ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16061-4,trichophyton rubrum ab.ige.rast class,deprecated trichophyton rubrum ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16062-2,trichosporon spp ab.ige.rast class,deprecated trichosporon spp ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16063-0,trimellitic anhydride ab.ige.rast class,deprecated trimellitic anhydride (tma) ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16064-8,oncorhynchus mykiss ab.ige.rast class,deprecated trout ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16065-5,thunnus albacares ab.ige.rast class,deprecated tuna ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16066-3,turkey meat ab.ige.rast class,deprecated turkey meat ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16067-1,turnip ab.ige.rast class,deprecated turnip ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16069-7,ulocladium chartarum ab.ige.rast class,deprecated ulocladium chartarum ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16070-5,ustilago nuda ab.ige.rast class,deprecated barley smut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16071-3,vanilla planifolia ab.ige.rast class,deprecated vanilla ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16072-1,veal ab.ige.rast class,deprecated veal ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16073-9,wall pellitory ab.ige.rast class,deprecated wall pellitory ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16074-7,juglans spp ab.ige.rast class,deprecated walnut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16075-4,juglans nigra ab.ige.rast class,deprecated black walnut ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,16076-2,juglans nigra pollen ab.ige.rast class,deprecated black walnut pollen ige ab rast class [presence] in serum
